C1QC	C1QB	0.999
DVL1	PORCN	0.467
BDNF	PENK	0.467
NTRK2	SLC17A6	0.467
GAD2	PPP1R1B	0.467
NTRK3	LRFN5	0.467
KCNA1	RPS3A	0.467
ATP2B2	SLC32A1	0.467
SNAP25	CALY	0.467
CNTNAP4	SORCS3	0.467
ATP1A2	SPTBN1	0.467
BCAN	RAB3C	0.467
ACTB	EPB41	0.467
GRM1	ATP2B3	0.466
AKT1	DRD1	0.466
LRRC4B	GRIN1	0.466
ACTN1	DBN1	0.466
SYP	SLC30A3	0.466
GRM8	SHANK1	0.466
KCNN2	KCNH1	0.466
KCNJ9	GRM1	0.466
ATP2A2	CACNA1D	0.466
GRIA3	SLC17A6	0.466
RTN4	NTRK2	0.466
ERBB4	ACPT	0.466
ARC	GRM8	0.466
SYN2	RIMS3	0.466
ACTR2	CALM3	0.466
GSK3B	WNT7A	0.466
LRRTM3	GPC1	0.466
NEFL	CNTN2	0.466
PSMC2	RPS21	0.466
GNRH1	SNAP25	0.466
ABLIM3	ACTC1	0.466
BACE1	CLU	0.466
GRIA4	SLC32A1	0.466
AKT1	WNT7A	0.466
YWHAQ	CALM2	0.466
CHRNA7	GAD1	0.466
BAI1	DLG1	0.466
ACTN2	CTNNA2	0.466
ATP2B3	CANX	0.466
SRC	ENAH	0.465
MAP2	SPTBN1	0.465
PPP1CC	ARF6	0.465
CNTN2	MT3	0.465
KCNN2	KCNJ2	0.465
ASAP1	DNM2	0.465
DNM2	RAB4A	0.465
SYT6	STX1B	0.465
ATP2B2	SLC17A7	0.465
ARRB1	MAPK14	0.465
LRRC4B	LRRTM1	0.465
WASF1	ACTC1	0.465
GABRD	GPM6A	0.465
RGS7BP	SLC6A1	0.465
SLC6A4	CANX	0.465
KIF5A	DTNBP1	0.465
PRNP	CANX	0.465
IL1RAPL1	CASK	0.465
OPRM1	GRM1	0.465
KIF5C	GPM6A	0.465
GABRD	SNAP25	0.465
OLFM3	LRRTM1	0.465
RAB4A	PRKCI	0.465
GRIA3	SLC32A1	0.464
KCNA1	KCNA4	0.464
RPS18	HNRNPD	0.464
DRD2	RGS7BP	0.464
GAD2	DRD2	0.464
CTTN	ARF6	0.464
KCNMA1	KCNA6	0.464
CDC42	RAB5B	0.464
GPER1	GRM1	0.464
CHRNA4	SLC1A2	0.464
FMR1	MAP1S	0.464
DYNLL2	MYO7A	0.464
SYP	SYT10	0.464
CPLX3	VAMP2	0.464
KCNC1	SLC17A6	0.464
ENSG00000196689	NEFH	0.464
CNTN2	SLC17A7	0.464
KCNA2	KCNB1	0.464
APBB1	CLSTN1	0.464
NLGN3	LRFN5	0.464
APBB1	PRNP	0.464
PLCB4	ADRB1	0.464
GAD2	CHRNA4	0.464
LIN7A	ERBB4	0.464
PACSIN1	SOS1	0.464
ITGA8	CDH11	0.464
CNTNAP4	RIMS2	0.464
PLD1	NTRK2	0.464
SLC18A3	SLC6A2	0.464
SYNGAP1	CDC42	0.464
CNTN6	ANK2	0.464
NUMB	RAB11A	0.463
NRCAM	NPTXR	0.463
ATP2A2	PTK2B	0.463
GLRA1	GRIA2	0.463
BDNF	CALM1	0.463
GRIN1	GABRB1	0.463
PRKCZ	FGA	0.463
OLFM3	HTR3B	0.463
ITPR1	KCNMA1	0.463
YWHAQ	BACE1	0.463
SYP	SNAP23	0.463
CRKL	ABI2	0.463
HNRNPD	PSMC4	0.463
HRH3	GABRA5	0.463
CTNND1	SYT1	0.463
DRD1	GABRB3	0.463
YWHAQ	PDPK1	0.463
CHAT	GRIA2	0.463
NEFL	KIF5C	0.463
HNRNPH2	PDZD11	0.463
KCNN2	KCNA4	0.463
CNR1	ACHE	0.463
RAB3C	SLC17A7	0.463
PPP1CC	SNCAIP	0.463
SNAP47	STXBP5L	0.463
GPHN	HOMER1	0.463
PDYN	GAD2	0.463
GRIK2	GAD1	0.463
RPL30	XRN1	0.463
NRCAM	EFNB2	0.463
GABRG2	CTNND2	0.463
JAK2	CALM1	0.462
CCK	MT3	0.462
SUMO1	SYT1	0.462
CHRM2	CHRNB4	0.462
HRH3	CNTN2	0.462
PTPRZ1	RTN4	0.462
STXBP5L	SYT1	0.462
KIF1A	SLC5A7	0.462
SLC18A3	CHRM1	0.462
APBB1	ABI1	0.462
GABRG2	SLC1A2	0.462
GRIN1	SYT2	0.462
STX10	SYT1	0.462
GIPC1	NRP2	0.462
RIMS4	TRIM9	0.462
ENSG00000196689	NAAA	0.462
SYT6	SYP	0.462
RAP1A	PFN2	0.462
ARRB1	DGKB	0.462
GABRR2	PTPRZ1	0.462
APBA2	RUSC1	0.462
GLRA1	ACHE	0.462
HTR3D	HTR1B	0.462
FMR1	DLGAP1	0.462
CNTN6	DLGAP2	0.462
RPS13	HNRNPA3	0.462
GRIA3	OLFM3	0.462
CNTN5	LRRTM3	0.461
DRD2	ZNF804A	0.461
KCNC2	RPS21	0.461
RPS21	KCNC1	0.461
GRIK1	GAD2	0.461
OPRM1	RGS7BP	0.461
CALM1	SYP	0.461
CBLN4	USH1C	0.461
CTTN	ENAH	0.461
KCNB1	RPS21	0.461
GRIA3	GRIK5	0.461
INA	MAP2	0.461
KCNA1	RPS21	0.461
FAIM2	GRIA4	0.461
NRXN1	GRIK5	0.461
ADCYAP1	KCNA4	0.461
FMR1	HTT	0.461
ANK2	CACNA1D	0.461
NF1	ERBB4	0.461
ACTB	PPP1CC	0.461
PDYN	NTRK2	0.461
IQSEC2	DLGAP1	0.461
GRIK2	KCNA1	0.461
KCNA2	GRIA2	0.461
MPP2	MAP1S	0.461
ATP1A3	VDAC1	0.461
KCND3	ITPR1	0.461
KCNJ9	KCNJ4	0.461
YWHAQ	FYN	0.461
GRIA3	GRIK4	0.461
KCNC3	RPS21	0.461
RPS21	KCNA4	0.461
CNTN1	NRXN1	0.461
DRD3	NTRK2	0.461
GABRG2	GPM6A	0.461
KCNA3	RPS21	0.461
NRXN1	GRIK3	0.461
SLITRK1	IL1RAP	0.461
GRID2IP	DAGLB	0.461
IGSF9B	KCNC3	0.461
SLC32A1	STX1B	0.461
YWHAQ	MDM2	0.461
NRXN1	LRFN5	0.461
GPHN	CALB2	0.461
APBB1	ARF6	0.461
KCNA2	RPS21	0.461
ENAH	TRIM9	0.461
IL1RAPL1	NTRK3	0.461
PPP1R9A	DBN1	0.461
RPS21	KCNA6	0.461
GRIA3	SYP	0.461
VPS45	VAMP7	0.461
CHRNA4	SLC18A2	0.461
CNTN5	ANK3	0.460
NTF3	EFNB2	0.460
GRIK2	CACNG4	0.460
RTN4	BCAN	0.460
DNAJC5	SYP	0.460
KCNA1	CACNA1D	0.460
AKT1	ACHE	0.460
EIF4E	FXR2	0.460
MPDZ	GIPC1	0.460
CHRNA2	CHRM5	0.460
LRRTM3	PRSS12	0.460
SCN10A	OPRK1	0.460
EEA1	VAMP4	0.460
DLG1	MAP1S	0.460
CDC42	EPHA7	0.460
SH3KBP1	RAB11A	0.460
SYN2	RIMS2	0.460
ABCC8	PTPRN	0.460
NTF4	CALCA	0.460
STXBP5L	RGS9	0.460
DRD1	GAD2	0.460
RPLP2	PSD	0.460
PRNP	CLSTN1	0.460
ATP1A3	RIMS3	0.460
ARF1	PFN2	0.460
GABRR3	GRIK1	0.460
PACSIN1	SYN2	0.460
GAP43	STX1A	0.460
STXBP5	SYN1	0.460
IL1RAPL2	SYN1	0.460
AGRN	NTRK3	0.460
KCNC3	RPL5	0.459
ARFGEF2	RAB11B	0.459
GRIP1	EPHB1	0.459
RPL5	KCNA3	0.459
ATP2A2	NTRK3	0.459
SYT7	SUMO1	0.459
GABRR1	PTPRZ1	0.459
PPP3CC	CAP2	0.459
CNTNAP4	LRRTM3	0.459
KCNA2	RPL5	0.459
SIGMAR1	PGRMC1	0.459
SLC32A1	MT3	0.459
KCNB1	RPL5	0.459
IL1RAP	STAT3	0.459
KCNA1	GRM1	0.459
GRIA3	SYNGAP1	0.459
GABRG2	KCNC1	0.459
MME	OPRM1	0.459
KCNA1	RPL5	0.459
SH3GL2	ADRB1	0.459
PRIMA1	CRHBP	0.459
KCNA2	ANK2	0.459
GRM1	CALB1	0.459
CDC42	JAK2	0.459
RPL5	KCNA4	0.459
KCNA2	SIGMAR1	0.459
CHRM2	GRIK5	0.459
VPS35	AP3B1	0.459
NEFH	SLC17A7	0.459
RPL5	KCNA6	0.459
RGS7BP	CNGB1	0.459
GPM6A	SYT1	0.459
GAP43	GRIN1	0.459
GRM1	EFNB2	0.459
PPP1R9A	RPS21	0.459
CACNA1D	RIMS2	0.459
KCNC2	RPL5	0.459
RPL5	KCND3	0.459
GLRA1	SLC17A6	0.459
GRM1	STXBP5	0.459
CAMK4	CACNG8	0.459
CHAT	NEFH	0.459
RPL5	KCNC1	0.459
ROR1	EGFR	0.459
GDI2	RAB15	0.458
DGKQ	RGS9	0.458
HOMER1	GRIA4	0.458
PAK3	ARHGEF9	0.458
IL1RAPL2	SLC32A1	0.458
ARF1	SRC	0.458
SCN2A	BZRAP1	0.458
DLGAP1	SYP	0.458
GABRB1	GUCY1B3	0.458
PIP5K1C	PSMC2	0.458
PRNP	SYP	0.458
NRXN1	NTRK2	0.458
HPCA	CHRM1	0.458
PRKCZ	ASIC1	0.458
VPS45	STX19	0.458
GAD2	CNR1	0.458
GRIK2	SLC17A7	0.458
GLRA4	GRIA2	0.458
RPS21	PSMC5	0.458
DLG5	LIN7C	0.458
FYN	ARF6	0.458
GAD2	SYT2	0.458
SLITRK1	DLGAP1	0.458
BAI1	LRRC7	0.458
NRXN1	SLC1A2	0.458
KCNJ9	SLC17A7	0.457
TNIK	NDEL1	0.457
RAB11A	SNAP25	0.457
WASF3	STAT3	0.457
SYN1	RIMS2	0.457
CTNND1	MTMR2	0.457
STXBP5	RAB8B	0.457
RPS23	MDM2	0.457
CALM1	CLTB	0.457
ANKS1B	ANK3	0.457
PRKACA	CDK16	0.457
CALM3	KCNJ2	0.457
KIF5C	PFN2	0.457
PSD2	SYP	0.457
DLGAP4	GRIN1	0.457
PDYN	NPTX2	0.457
GAD2	KCNJ9	0.457
KCNK2	KCNA3	0.457
GABRG2	CALY	0.457
ARC	NPTX2	0.457
LRFN2	SLC32A1	0.457
ITSN1	PRKCI	0.457
CADM2	SLC17A6	0.457
RAB8B	STXBP5L	0.457
SLITRK3	GSG1L	0.457
SVOP	SNAP25	0.457
SLITRK1	SYN1	0.457
APBA2	LIN7A	0.457
CDC42	ITPR1	0.457
VWC2	GRIA2	0.457
PDPK1	YWHAH	0.457
DLGAP4	FXR2	0.456
NTF4	RTN4	0.456
DRD1	FLNA	0.456
PKP4	ENAH	0.456
CCK	FAIM2	0.456
MME	CALCA	0.456
SYP	STX1B	0.456
STX2	SYT9	0.456
DGKB	AP3B1	0.456
SRC	WNT5A	0.456
SLC1A7	SLC32A1	0.456
CNR1	CALB2	0.456
RIMS3	SLC6A17	0.456
NTRK2	EFNB2	0.456
SLITRK1	NLGN3	0.456
CTTN	KCNA4	0.456
SHISA6	CBLN1	0.456
DLGAP2	NSG1	0.456
FLNA	HCN3	0.456
EXOC3	NIPSNAP1	0.456
KIF5A	KCNA1	0.456
BDNF	CRHR2	0.456
PLCB4	GRIA2	0.456
CTNNB1	FUS	0.456
KCNK1	KCNC1	0.456
CASK	CALB1	0.456
SYN1	ATP2B3	0.456
C1QC	NPTX2	0.456
GRIA4	CALB1	0.456
ELFN1	KCNC1	0.456
SLITRK3	GPHN	0.456
HRAS	PDPK1	0.456
WASF1	YWHAH	0.455
GAP43	ACHE	0.455
PDYN	ACHE	0.455
PIP5K1C	PSMC5	0.455
GPM6A	SLC1A2	0.455
ATP1A1	ADD1	0.455
ROR1	WNT3A	0.455
GABRG2	ATP2B2	0.455
STX2	SYT10	0.455
GRID2IP	ACTR2	0.455
GABRA2	NRXN1	0.455
SHARPIN	LRRC7	0.455
SNAP25	SLC6A2	0.455
VAMP2	SLC6A4	0.455
NRXN1	CDKL5	0.455
SYNPR	KCNA1	0.455
RELA	CALM1	0.455
ABI1	PAK2	0.455
SLC17A6	SLC6A4	0.455
AKT1	MAP2	0.455
GABRD	CHRNA4	0.455
NTRK2	CHRNB4	0.455
SLITRK1	PTPRN	0.455
SYP	PPP1R1B	0.455
GLRA4	SLC17A6	0.455
KIF1A	SH3GL2	0.455
SYNGR4	RAB3C	0.455
VPS35	ARF6	0.455
EIF4EBP2	FMR1	0.455
RPS19	KPNA1	0.455
EIF4EBP1	PABPC1	0.454
WASF1	TMEM108	0.454
SHARPIN	MDM2	0.454
RAB11B	ARF6	0.454
HRAS	ARF6	0.454
SCN2A	KCNJ9	0.454
CNTN5	PTPRZ1	0.454
PABPC1	YWHAG	0.454
ABCC8	RIMS2	0.454
CPLX3	SYT10	0.454
CDKL5	LGI1	0.454
NTNG1	LRFN5	0.454
BDNF	GLRA1	0.454
PCLO	PFN2	0.454
GAK	CAP2	0.454
NEDD4	GRIN2D	0.454
GRIA3	GABRB3	0.454
EPHB1	STAT3	0.454
CHRM1	SLC32A1	0.454
DDN	FYN	0.454
LRRC4B	GRIA2	0.454
PTK2B	CLU	0.454
SYNGR1	SNAP25	0.454
DRD2	SLC17A7	0.454
ATP1A3	GRIN1	0.454
NF1	YWHAH	0.454
WASF1	CNR1	0.454
SLC6A1	GPM6A	0.454
RAB5A	SNAP23	0.454
WNT3A	GPC1	0.454
GAD1	PTPRN	0.454
NRXN1	CHRNA4	0.454
CHRM1	SLC17A7	0.454
CTTN	DLGAP1	0.454
GABRA1	NTRK2	0.453
SV2B	ATP2B3	0.453
HRAS	WNT5A	0.453
GSK3B	HNRNPD	0.453
CADM2	ADCY8	0.453
HOMER2	GRIA4	0.453
GRIN1	MAPK8IP1	0.453
ADRA2C	CCK	0.453
PSD2	KCNC1	0.453
NPTXR	NPTX2	0.453
GRID2IP	PRKCZ	0.453
CACNA1D	LRRC7	0.453
DTNBP1	SLC6A4	0.453
GABRA1	SLITRK1	0.453
CALB1	SNAP25	0.453
FAIM2	CALY	0.453
ACTN2	ANK2	0.453
SH3KBP1	SUMO1	0.453
MYO5A	GRIA2	0.453
GPM6A	NRXN2	0.453
SVOP	SYT10	0.453
SOS1	ABI2	0.453
GLRA4	OPRK1	0.453
DRD1	GLRA4	0.453
ITPR1	CALM2	0.453
PLD2	RHEB	0.453
HRAS	NTS	0.453
MYH10	STXBP5	0.453
SUMO1	MTOR	0.453
C1QC	NPAS4	0.453
GRIK2	SHISA7	0.452
DLGAP1	GRIA4	0.452
FAM107A	GPM6A	0.452
SHISA7	PSD2	0.452
CACNG7	CNTN2	0.452
SCN2A	HPCA	0.452
KCNC2	SLC32A1	0.452
AKT1	BCR	0.452
OPHN1	HOMER2	0.452
NTF4	EFNB1	0.452
BDNF	NRXN1	0.452
STX2	RAB11A	0.452
VPS45	RAB4A	0.452
MYO5A	RAB4A	0.452
DNM3	SYN1	0.452
GABRG3	OPRK1	0.452
BDNF	GRIA4	0.452
KCNC1	SLC17A7	0.452
SLITRK3	NTRK3	0.452
SLC1A2	GRIN2D	0.452
MAP2	SYT1	0.452
ADCY8	CAP2	0.452
TNIK	TANC1	0.452
GLRA4	CHAT	0.452
KIF1A	PVRL1	0.452
GABRD	SYT1	0.452
ADCYAP1	HOMER1	0.451
SEC22B	STXBP5L	0.451
KCNC2	RPS13	0.451
NRXN1	PTPRS	0.451
GRID2IP	SRC	0.451
RPS13	KCNB1	0.451
GLRA4	SLC17A7	0.451
GAP43	VAMP2	0.451
GABRA1	SLC1A2	0.451
ADRA2C	P2RX1	0.451
KCNMA1	KCNJ2	0.451
CDKL5	ARHGEF9	0.451
BCAN	SYT1	0.451
ADCYAP1	SNAP25	0.451
RAC1	VAMP4	0.451
BDNF	GLRA4	0.451
BAIAP3	CALY	0.451
CHRM1	PSD	0.451
CADM2	SLC6A1	0.451
NRXN1	LRFN2	0.451
SH3GL2	SRC	0.451
FAIM2	WFS1	0.451
PRNP	PABPC1	0.451
ARF1	VAMP4	0.451
SRC	PTPRS	0.451
KIF5A	DLGAP2	0.451
SLC18A1	COMT	0.451
SYN2	GABRD	0.451
NTRK3	SLC17A7	0.451
HTT	BACE1	0.451
LRRC4B	SLC32A1	0.451
SLC1A7	SLC6A4	0.450
VWC2	GRIA4	0.450
GPHN	DLGAP1	0.450
HTT	NTRK2	0.450
GRM8	HOMER1	0.450
DLG1	KCNJ2	0.450
GRIP1	GRIN1	0.450
DFNB31	EGFLAM	0.450
OPRM1	CRHR2	0.450
CLSTN2	UNC13B	0.450
NTF3	SEMA4C	0.450
CPEB1	XRN1	0.450
GRIN1	STX1B	0.450
STX11	RAB11A	0.450
PTEN	RAC1	0.450
CTNNB1	TUBA1A	0.450
CNTNAP4	NRXN2	0.450
CAMK2B	ATP2B3	0.450
ASAP1	ACTR2	0.450
HTR3E	SLC6A4	0.450
CHRNA7	PPP3CC	0.450
PTEN	HDAC4	0.450
DLG1	SLC17A7	0.450
CRYAB	MTOR	0.450
FCHSD1	FCHO2	0.450
KCNA2	SLC6A1	0.450
HCN3	MYL7	0.450
SRC	RHEB	0.450
ARF6	VAMP4	0.450
CNKSR2	SHANK1	0.450
ATP2A2	SUMO1	0.450
PTPRS	PTPRN	0.450
NRG3	BACE1	0.450
MYO5A	MYH10	0.450
GAD1	GNRH1	0.449
SLC18A3	SYN1	0.449
GABRD	CALY	0.449
SLC17A6	NTS	0.449
DRD1	GABRD	0.449
USP8	YWHAQ	0.449
MPDZ	DRD3	0.449
CRHBP	SLC6A4	0.449
SEC22B	VPS35	0.449
DROSHA	HRAS	0.449
GABRG2	NTRK2	0.449
ACTN2	LRRC7	0.449
ADAM23	SNAP25	0.449
CAMK2B	SHANK1	0.449
DBN1	HIP1R	0.449
GABRG2	LIN7C	0.449
AKT1	DRD3	0.449
SDK2	TRIM9	0.449
RELA	FUS	0.449
RIMS3	NRXN2	0.449
MAP2	CALM2	0.449
HIP1	DBN1	0.449
KCNK2	SCN10A	0.449
GRIA3	HOMER1	0.449
SRC	NF1	0.449
GRIK4	SCN2A	0.449
SYNJ1	AP3B1	0.449
SPTBN1	STAT3	0.449
CALB2	CACNA1D	0.449
CDKL5	PLCB1	0.449
SVOP	SLC2A8	0.449
GRIK4	MPP2	0.449
GDI2	RAB33B	0.449
ADORA2B	P2RX5	0.449
KIF1A	ARL8A	0.448
GAD2	SLC18A2	0.448
CPEB3	GRIA2	0.448
SYNGR1	BCAN	0.448
NRXN1	EFNB3	0.448
GRIP1	HAP1	0.448
GABRP	KCNMA1	0.448
HRAS	SH3KBP1	0.448
PSMC5	MDM2	0.448
MME	NTS	0.448
IQSEC2	OPHN1	0.448
CHRM5	ACPT	0.448
MAF1	GAK	0.448
ADRA2C	KCNIP3	0.448
GDI2	CDKL5	0.448
SYN2	CAMKV	0.448
CTTN	ANK2	0.448
IL1RAPL1	SYN1	0.448
CYFIP1	SHANK1	0.448
ACTN2	MYH9	0.448
AKT1	F2R	0.448
SEPT8	SPTBN1	0.448
MAP2	SLC6A1	0.448
SLC9A6	NPTN	0.448
ACTR2	RAB10	0.448
SYN2	KIF5A	0.448
GABRR3	ADORA2B	0.448
ADRA2C	GRIN1	0.448
GRIA2	ATP2B3	0.448
KCNA4	KCNC1	0.448
CALM1	TUBA1A	0.448
OPRM1	GLRA4	0.448
DOC2B	STX1A	0.448
GRM1	KCNC1	0.448
NTSR1	GLUL	0.448
VAMP2	CALM3	0.448
NTF3	SYN1	0.448
PPP3CC	COMT	0.447
AGER	BACE1	0.447
KCNA2	CHRM1	0.447
ASAP1	PSD	0.447
ADCYAP1	NTS	0.447
GABRR3	PENK	0.447
NTRK2	MT3	0.447
GAP43	SLC6A1	0.447
GRIN1	CDH9	0.447
RAPGEF4	CACNG8	0.447
CPE	STX2	0.447
KCNA1	ANK2	0.447
CAMKV	SYNPR	0.447
CALB2	ATP2B3	0.447
KCNA2	HPCA	0.447
CADPS2	STX1A	0.447
BACE1	EGFR	0.447
CLSTN2	STX3	0.447
KCNIP3	RAB11A	0.447
SLC6A1	CBLN4	0.447
GIPC1	ADRB1	0.447
SV2C	SYT5	0.447
HOMER1	EFNB2	0.447
HRAS	ILK	0.447
RAB8B	SNCAIP	0.447
CASK	GRIA2	0.447
PPT1	GAD2	0.447
CHRNA4	SLC6A2	0.447
MICAL1	SEMA4C	0.447
SYN2	CHRM4	0.447
NRXN1	GRID1	0.447
DRD1	RTN4	0.447
UNC13B	CTBP1	0.447
PACSIN1	ANKS1B	0.447
KCNK2	AKAP5	0.447
WNT7A	EGFR	0.446
ARFGAP1	RAB11A	0.446
NTF4	EFNA5	0.446
CNR1	ARHGEF9	0.446
CNTN2	SYT1	0.446
DGKB	ENAH	0.446
DROSHA	MAPK14	0.446
ENSG00000196689	NTRK3	0.446
GRIA2	GABRB1	0.446
EGFLAM	SSPN	0.446
GRIP1	SHANK1	0.446
LRFN2	NRXN2	0.446
FAIM2	SYN1	0.446
OPHN1	ARHGEF9	0.446
ARF1	PPP1CC	0.446
SYNPR	KCNC1	0.446
GABRG2	GRIK1	0.446
RAB4A	VAMP4	0.446
SYN2	NRXN2	0.446
IL1RAPL1	PTPRS	0.446
LIN7A	DLGAP1	0.446
PICALM	PLCG1	0.446
CALB2	GRIA4	0.446
SH3GL2	CALY	0.446
GAD2	RAB3C	0.446
AKAP12	RAB27B	0.446
MME	CTNNB1	0.446
RPS3A	TUFM	0.446
SYN1	DCLK1	0.446
HRAS	RHEB	0.446
ATP1A3	KCNA1	0.446
SLC17A7	STX1B	0.446
MAP2	SLC1A2	0.446
NTRK3	GRIA4	0.446
NTNG1	CDH13	0.446
CRYAB	FAM107A	0.445
PRKCZ	AGER	0.445
KCNC2	KCNA2	0.445
BDNF	HAP1	0.445
NLGN3	DLG1	0.445
DLGAP2	GRIA2	0.445
IL1RAPL1	LRFN2	0.445
ACHE	SLC18A2	0.445
SYP	CANX	0.445
GLRA1	OPRM1	0.445
NTF4	EFNA2	0.445
GLUL	SLC6A1	0.445
ADRA2C	MAP2	0.445
SCRIB	CDH15	0.445
SYNJ1	STX1A	0.445
BDNF	NLGN3	0.445
APBA2	HRAS	0.445
SH3KBP1	PTK2B	0.445
RPL30	TRIM9	0.445
AGER	PSEN1	0.445
CALY	MT3	0.445
AKAP5	DLGAP1	0.445
CPEB3	EGFR	0.445
CNTN1	CADM2	0.445
PICALM	BACE1	0.445
PRNP	ADAM10	0.445
PRKCI	LRRC7	0.445
HTR1B	NTS	0.445
SRGAP2	WASF1	0.445
GRIK3	NRG3	0.445
GRM1	SYP	0.444
CCK	GHRH	0.444
SYP	CDH1	0.444
UNC13B	STX3	0.444
RPS27	KCND3	0.444
RTN4	CANX	0.444
DAGLB	NAAA	0.444
MPP2	SCRIB	0.444
KIF1A	CHRNA4	0.444
ARC	SYN1	0.444
DVL1	LRP8	0.444
ARRB2	GSK3B	0.444
KCNA1	RPS27	0.444
GABRG2	SYP	0.444
PLD2	SNCAIP	0.444
KCNB1	RPS27	0.444
C15orf59	ARHGEF9	0.444
NLGN3	PPFIA3	0.444
DLG1	ANK3	0.444
ATP1A1	ZNRF2	0.444
KCNC2	RPS27	0.444
KCNC3	RPS27	0.444
MME	OPRK1	0.444
PPP1CC	PABPC1	0.444
SYNPR	PSD2	0.444
RPS27	KCNA4	0.444
CCK	DRD3	0.444
NOS1	CAMK4	0.444
SV2B	ATP2B4	0.444
RAB3C	SYT10	0.444
SYN2	CCK	0.444
SORCS3	GRIA2	0.444
CRYAB	DMD	0.444
COMT	RTN4	0.444
KCNA2	RPS27	0.444
KCNA3	RPS27	0.444
HAP1	SH3GL3	0.444
SYT6	KCNN2	0.444
NTF4	HPCA	0.444
SYT1	FUS	0.444
SYNPR	SLC8A2	0.444
RPS27	KCNA6	0.444
RPS27	KCNC1	0.444
GPR98	USH2A	0.444
KIF1A	MYO5A	0.443
SYN2	CALY	0.443
VPS45	SNAP47	0.443
MPP2	GRIN3B	0.443
CALM1	CTNNB1	0.443
CAMK2B	ARC	0.443
CTNND2	CDH11	0.443
CTNND2	GRIA2	0.443
PLD1	P2RY1	0.443
ACTB	CALB1	0.443
CADPS2	LRRTM1	0.443
GRIN1	SRI	0.443
KCNB1	ANK3	0.443
AKAP12	TMEM163	0.443
PPP3CC	MAPK14	0.443
WASF3	ACTC1	0.443
RELA	GSK3B	0.443
EIF4E	MDM2	0.443
GRIA3	KCNA1	0.443
EPHB2	CTNNB1	0.443
FMR1	HOMER1	0.443
CPT1C	VWC2	0.443
CHRNA4	ADRB1	0.443
SYT2	GAD1	0.443
CTTN	ACTB	0.443
PACSIN1	KCNJ9	0.443
CHRNA2	SYP	0.443
RNF40	STX1A	0.443
DLG1	HOMER1	0.443
SHISA9	ABHD6	0.443
EIF4EBP1	MDM2	0.443
NEFL	FUS	0.443
GABRA2	GRM8	0.443
FCHO2	GAK	0.443
NRXN2	EFNA2	0.443
CNTN1	FAIM2	0.443
CCK	NTRK2	0.443
SHANK1	ATP2B3	0.442
ADD3	DCLK1	0.442
FAIM2	SLC32A1	0.442
GAP43	STX1B	0.442
CDC42	GSK3A	0.442
MAP2	PSEN1	0.442
SLITRK1	LRRTM1	0.442
RPLP2	PVRL1	0.442
WASF1	SYNJ2	0.442
BDNF	SLC18A3	0.442
MME	APH1A	0.442
PLD1	ITPR1	0.442
CHRNA4	ATP2B2	0.442
AKT1	SHC4	0.442
CTNNB1	CDK5R1	0.442
CPLX3	SYT12	0.442
NLGN3	LRFN1	0.442
MYH10	BLVRB	0.442
KIF5A	SCN2A	0.442
EIF4EBP2	NLGN3	0.442
PTK2B	PLD1	0.442
RPL30	PSMC5	0.442
GLRA1	CHAT	0.442
HRH3	NTS	0.442
KIF5A	SYN1	0.442
MAP2	CNTN2	0.442
DMD	DLG1	0.442
GPHN	GRIN1	0.442
PENK	SLC17A6	0.442
CASK	DMD	0.442
FOSL1	CDH1	0.442
KCNMA1	SNAP25	0.442
KCNMA1	STX1A	0.441
ABI1	DTNBP1	0.441
EGLN1	VWC2	0.441
SLC1A2	FUS	0.441
LRFN5	GRIA2	0.441
SVOP	BCAN	0.441
NRXN1	STXBP5L	0.441
SH3GL2	RAB3C	0.441
NLGN3	EFNB3	0.441
PTPRZ1	RTN4R	0.441
CDH1	RPS6KB1	0.441
CLN3	SYP	0.441
ATP2B2	CACNA1D	0.441
AKT1	EEF2K	0.441
DRD1	SLC1A2	0.441
GRIN1	VWC2	0.441
CAMK2B	NLGN3	0.441
GRID2IP	SHANK1	0.441
CALB2	CAMK4	0.441
PIP5K1C	PKP4	0.441
KCTD16	KCNJ9	0.441
SYN2	SVOP	0.441
CNTNAP4	DLGAP3	0.441
NTF3	CALB1	0.441
PTPRZ1	SLITRK1	0.441
FLNA	EGLN1	0.441
CNTNAP4	GPM6A	0.441
GRIK1	FXR2	0.441
SYN2	KCNA1	0.441
CAMKV	HPCA	0.441
CHRNA4	HTR1B	0.441
KCNA4	CACNA1D	0.441
KCNN2	CACNA1D	0.441
KCNA1	SLC6A1	0.441
HTR3D	HTR2B	0.441
SLC29A1	NTS	0.440
PLD1	CALM2	0.440
CYFIP2	KCNA1	0.440
BDNF	SCN10A	0.440
DCC	EPHB1	0.440
CAMKV	SYN1	0.440
NRXN1	GAD1	0.440
DVL1	DLG5	0.440
ITGB3	P2RY1	0.440
KCNA2	PTPRA	0.440
PLD1	CALM3	0.440
CDC42	SEPT6	0.440
DTNA	BLOC1S6	0.440
RPS13	KCNA3	0.440
GABRR3	ENSG00000196689	0.440
EXOC3	STX3	0.440
CNR1	GHSR	0.440
PSD2	SNAP25	0.440
ERC1	DNAJC5	0.440
DNAJC6	RAB11A	0.440
CASK	FLNA	0.440
LRFN2	CBLN1	0.440
CHRM1	KCNC1	0.440
SPOCK1	GPC1	0.440
AKT1	DMD	0.440
